CustomerID,segment_id,segment_name,monetary,frequency,recency_days,tenure_days,risk_prob,risk_score,value_score,priority_score
12853,0,Frequent Budget Buyers,1957.1000000000001,6,135,181,0.965,96.5,54.8,52.9
17152,0,Frequent Budget Buyers,1689.5,3,195,68,0.9875,98.8,53.5,52.8
16550,0,Frequent Budget Buyers,2298.97,5,109,259,0.9375,93.8,56.3,52.8
15641,0,Frequent Budget Buyers,1887.2,4,105,253,0.965,96.5,54.5,52.6
14442,0,Frequent Budget Buyers,1589.82,2,205,112,0.9925,99.2,52.9,52.5
18239,0,Frequent Budget Buyers,1561.6100000000001,5,219,153,0.9925,99.2,52.8,52.4
14245,0,Frequent Budget Buyers,1693.45,2,220,43,0.98,98.0,53.5,52.4
17282,0,Frequent Budget Buyers,1703.41,3,130,169,0.9775,97.8,53.6,52.3
13659,0,Frequent Budget Buyers,1573.2,2,206,115,0.99,99.0,52.8,52.3
17337,0,Frequent Budget Buyers,2027.8700000000001,4,151,158,0.9475,94.8,55.1,52.2
14758,0,Frequent Budget Buyers,1484.06,4,145,114,0.9975,99.8,52.3,52.2
15122,0,Frequent Budget Buyers,1633.78,3,114,183,0.9825,98.2,53.2,52.2
17722,0,Frequent Budget Buyers,2424.04,4,96,270,0.9175,91.8,56.8,52.1
17204,0,Frequent Budget Buyers,1564.56,4,175,88,0.9875,98.8,52.8,52.1
13791,1,High Value At-Risk,1516.0,2,128,40,0.9925,99.2,52.5,52.1
17787,0,Frequent Budget Buyers,1865.19,4,153,218,0.9575,95.8,54.4,52.1
15265,0,Frequent Budget Buyers,1506.1200000000001,2,151,84,0.9925,99.2,52.4,52.0
13162,0,Frequent Budget Buyers,1688.29,4,122,212,0.9725,97.2,53.5,52.0
16456,0,Frequent Budget Buyers,2158.37,5,99,273,0.9325,93.2,55.7,51.9
12868,0,Frequent Budget Buyers,1607.0600000000002,6,186,187,0.9775,97.8,53.0,51.8
13850,0,Frequent Budget Buyers,1595.48,1,129,0,0.9775,97.8,53.0,51.8
17553,0,Frequent Budget Buyers,1487.6,1,130,0,0.99,99.0,52.3,51.8
12818,0,Frequent Budget Buyers,1542.08,1,262,0,0.9825,98.2,52.6,51.7
15057,0,Frequent Budget Buyers,1489.5,2,275,40,0.9875,98.8,52.3,51.7
14403,1,High Value At-Risk,1475.81,4,130,116,0.9875,98.8,52.2,51.6
18202,0,Frequent Budget Buyers,1396.99,3,200,111,0.995,99.5,51.7,51.5
15812,0,Frequent Budget Buyers,1801.14,5,107,210,0.9525,95.2,54.1,51.5
14246,0,Frequent Budget Buyers,1474.06,3,111,135,0.985,98.5,52.2,51.5
15625,0,Frequent Budget Buyers,1534.26,4,104,131,0.98,98.0,52.6,51.5
16889,0,Frequent Budget Buyers,1578.67,3,195,142,0.975,97.5,52.9,51.5
13564,0,Frequent Budget Buyers,1749.02,3,144,223,0.9525,95.2,53.8,51.2
14472,0,Frequent Budget Buyers,1936.84,8,104,251,0.935,93.5,54.7,51.2
12947,0,Frequent Budget Buyers,1603.99,6,144,229,0.965,96.5,53.0,51.2
16801,1,High Value At-Risk,1619.73,4,163,110,0.965,96.5,53.1,51.2
14267,1,High Value At-Risk,1516.24,3,163,97,0.975,97.5,52.5,51.2
18178,0,Frequent Budget Buyers,1590.81,4,129,235,0.9675,96.8,52.9,51.2
14566,0,Frequent Budget Buyers,1432.0,1,111,0,0.985,98.5,52.0,51.2
14828,0,Frequent Budget Buyers,2139.76,3,197,140,0.92,92.0,55.6,51.2
15332,0,Frequent Budget Buyers,1661.06,4,366,3,0.9575,95.8,53.3,51.1
12770,0,Frequent Budget Buyers,1351.45,1,211,0,0.9925,99.2,51.4,51.1
13572,0,Frequent Budget Buyers,1384.25,1,206,0,0.9875,98.8,51.7,51.0
14045,0,Frequent Budget Buyers,1659.75,4,109,264,0.955,95.5,53.3,50.9
15095,0,Frequent Budget Buyers,1370.6,4,104,99,0.9875,98.8,51.6,50.9
13475,0,Frequent Budget Buyers,1431.78,4,191,107,0.98,98.0,52.0,50.9
16045,0,Frequent Budget Buyers,1340.7,4,120,170,0.99,99.0,51.4,50.9
17083,0,Frequent Budget Buyers,1405.78,3,109,194,0.98,98.0,51.8,50.8
14154,0,Frequent Budget Buyers,1345.62,2,239,0,0.9875,98.8,51.4,50.8
13501,0,Frequent Budget Buyers,1340.32,1,288,0,0.9875,98.8,51.4,50.7
13425,0,Frequent Budget Buyers,1624.21,3,108,186,0.955,95.5,53.1,50.7
15569,0,Frequent Budget Buyers,1375.71,5,104,228,0.9825,98.2,51.6,50.7
14973,0,Frequent Budget Buyers,1314.45,3,107,118,0.9875,98.8,51.2,50.6
15171,1,High Value At-Risk,1289.5,1,331,0,0.99,99.0,51.0,50.5
13414,0,Frequent Budget Buyers,1390.5,3,134,162,0.9775,97.8,51.7,50.5
15734,0,Frequent Budget Buyers,1339.45,2,115,85,0.9825,98.2,51.4,50.5
14740,0,Frequent Budget Buyers,1448.21,3,197,86,0.97,97.0,52.1,50.5
13328,0,Frequent Budget Buyers,1308.48,1,316,0,0.9875,98.8,51.2,50.5
16317,0,Frequent Budget Buyers,1341.65,3,120,177,0.98,98.0,51.4,50.4
17085,0,Frequent Budget Buyers,1566.65,5,123,239,0.9525,95.2,52.8,50.3
12967,1,High Value At-Risk,1660.9,2,358,13,0.9425,94.2,53.3,50.3
16244,0,Frequent Budget Buyers,1522.75,2,212,160,0.955,95.5,52.5,50.2
15108,0,Frequent Budget Buyers,1300.25,4,142,85,0.9825,98.2,51.1,50.2
15260,0,Frequent Budget Buyers,1810.77,7,100,272,0.925,92.5,54.1,50.1
14105,0,Frequent Budget Buyers,1266.23,1,239,0,0.9825,98.2,50.9,50.0
13151,0,Frequent Budget Buyers,1257.8700000000001,1,296,0,0.985,98.5,50.8,50.0
13476,0,Frequent Budget Buyers,1238.47,2,179,102,0.9875,98.8,50.7,50.0
13814,0,Frequent Budget Buyers,1579.12,2,92,44,0.945,94.5,52.9,50.0
15004,0,Frequent Budget Buyers,1246.32,1,147,0,0.985,98.5,50.7,49.9
14565,0,Frequent Budget Buyers,3099.12,4,96,265,0.845,84.5,59.0,49.9
15813,0,Frequent Budget Buyers,1303.9099999999999,2,208,31,0.975,97.5,51.1,49.8
16951,0,Frequent Budget Buyers,1277.75,3,135,169,0.9775,97.8,50.9,49.8
16766,0,Frequent Budget Buyers,1145.6,2,273,0,0.995,99.5,49.9,49.7
17588,0,Frequent Budget Buyers,1240.2,3,100,132,0.98,98.0,50.7,49.7
16842,0,Frequent Budget Buyers,1264.19,3,101,201,0.9775,97.8,50.8,49.7
12507,0,Frequent Budget Buyers,1304.81,3,134,164,0.97,97.0,51.1,49.6
16503,0,Frequent Budget Buyers,1431.93,4,107,253,0.955,95.5,52.0,49.6
16714,0,Frequent Budget Buyers,1161.53,3,219,98,0.99,99.0,50.1,49.6
16755,0,Frequent Budget Buyers,1496.83,3,114,201,0.945,94.5,52.4,49.5
13492,0,Frequent Budget Buyers,1269.84,3,136,78,0.9725,97.2,50.9,49.5
18168,0,Frequent Budget Buyers,1169.94,6,176,196,0.985,98.5,50.1,49.4
15146,0,Frequent Budget Buyers,1327.16,2,165,126,0.9625,96.2,51.3,49.4
17242,0,Frequent Budget Buyers,1135.04,2,108,72,0.99,99.0,49.9,49.4
15069,0,Frequent Budget Buyers,1109.53,1,179,0,0.995,99.5,49.7,49.4
17774,0,Frequent Budget Buyers,1225.41,4,97,208,0.975,97.5,50.6,49.3
14875,0,Frequent Budget Buyers,1465.3200000000002,2,108,155,0.945,94.5,52.2,49.3
16270,0,Frequent Budget Buyers,1141.24,1,353,0,0.9875,98.8,49.9,49.3
12769,0,Frequent Budget Buyers,1143.6,1,239,0,0.985,98.5,49.9,49.2
12399,0,Frequent Budget Buyers,1108.65,4,119,142,0.99,99.0,49.6,49.1
14411,0,Frequent Budget Buyers,1063.0,1,311,0,0.9975,99.8,49.3,49.1
16692,0,Frequent Budget Buyers,1276.0,2,256,32,0.9625,96.2,50.9,49.0
13931,0,Frequent Budget Buyers,1237.53,2,96,185,0.9675,96.8,50.6,49.0
17277,0,Frequent Budget Buyers,1065.3500000000001,2,228,95,0.9925,99.2,49.3,48.9
14573,0,Frequent Budget Buyers,1653.42,9,180,192,0.9175,91.8,53.3,48.9
17505,0,Frequent Budget Buyers,1145.84,2,162,44,0.98,98.0,49.9,48.9
12354,0,Frequent Budget Buyers,1079.4,1,232,0,0.9875,98.8,49.4,48.8
15596,0,Frequent Budget Buyers,1406.59,5,101,264,0.9425,94.2,51.8,48.8
17770,0,Frequent Budget Buyers,1143.27,5,199,83,0.9775,97.8,49.9,48.8
16807,0,Frequent Budget Buyers,1121.59,3,143,128,0.98,98.0,49.8,48.8
14817,0,Frequent Budget Buyers,1110.34,2,200,76,0.98,98.0,49.7,48.7
15104,0,Frequent Budget Buyers,1027.44,2,197,85,0.995,99.5,49.0,48.7
13819,0,Frequent Budget Buyers,1140.35,3,302,18,0.975,97.5,49.9,48.7
13158,0,Frequent Budget Buyers,1201.06,4,95,224,0.9675,96.8,50.4,48.7
12717,0,Frequent Budget Buyers,1030.98,2,151,94,0.995,99.5,49.0,48.7
12710,0,Frequent Budget Buyers,1149.02,3,97,104,0.975,97.5,50.0,48.7
16175,0,Frequent Budget Buyers,1037.59,4,94,145,0.99,99.0,49.0,48.6
12857,0,Frequent Budget Buyers,1106.4,2,211,91,0.98,98.0,49.6,48.6
18142,1,High Value At-Risk,1019.52,2,157,58,0.9925,99.2,48.9,48.5
15716,0,Frequent Budget Buyers,1118.81,4,146,223,0.975,97.5,49.7,48.5
14352,0,Frequent Budget Buyers,1078.96,4,157,116,0.9825,98.2,49.4,48.5
12815,0,Frequent Budget Buyers,1063.46,2,148,50,0.985,98.5,49.3,48.5
13376,0,Frequent Budget Buyers,1019.76,3,99,135,0.9925,99.2,48.9,48.5
16980,0,Frequent Budget Buyers,1078.96,2,255,36,0.9825,98.2,49.4,48.5
16214,0,Frequent Budget Buyers,1062.75,3,171,98,0.9825,98.2,49.3,48.4
15333,0,Frequent Budget Buyers,1028.56,1,208,0,0.9875,98.8,49.0,48.4
14210,0,Frequent Budget Buyers,1905.8400000000001,6,106,265,0.8875,88.8,54.6,48.4
15464,0,Frequent Budget Buyers,1048.85,1,338,0,0.985,98.5,49.1,48.4
16172,0,Frequent Budget Buyers,1140.21,5,95,146,0.9675,96.8,49.9,48.3
14669,0,Frequent Budget Buyers,1269.99,3,242,90,0.95,95.0,50.9,48.3
13715,0,Frequent Budget Buyers,1079.34,5,281,91,0.9775,97.8,49.4,48.3
12510,0,Frequent Budget Buyers,982.5699999999999,2,143,182,0.9925,99.2,48.5,48.2
12534,0,Frequent Budget Buyers,1089.18,1,131,0,0.975,97.5,49.5,48.2
14256,0,Frequent Budget Buyers,969.0600000000001,2,260,104,0.995,99.5,48.4,48.2
17646,0,Frequent Budget Buyers,1008.39,3,219,145,0.9875,98.8,48.8,48.2
14465,0,Frequent Budget Buyers,1058.6200000000001,3,247,56,0.9775,97.8,49.2,48.1
14195,0,Frequent Budget Buyers,1012.0,2,202,50,0.985,98.5,48.8,48.1
15777,0,Frequent Budget Buyers,1047.11,4,241,120,0.9775,97.8,49.1,48.0
17585,0,Frequent Budget Buyers,1133.07,4,109,228,0.9625,96.2,49.8,48.0
13235,0,Frequent Budget Buyers,1031.07,1,212,0,0.9775,97.8,49.0,47.9
13330,0,Frequent Budget Buyers,1140.93,3,93,223,0.96,96.0,49.9,47.9
15071,0,Frequent Budget Buyers,982.07,2,94,182,0.9875,98.8,48.5,47.9
12514,0,Frequent Budget Buyers,1017.68,1,267,0,0.98,98.0,48.9,47.9
15985,0,Frequent Budget Buyers,1142.42,2,123,113,0.96,96.0,49.9,47.9
16320,0,Frequent Budget Buyers,1038.46,2,172,40,0.9775,97.8,49.1,47.9
13075,0,Frequent Budget Buyers,919.61,1,130,0,0.9975,99.8,47.9,47.8
14346,0,Frequent Budget Buyers,1021.58,2,121,176,0.975,97.5,48.9,47.7
13261,0,Frequent Budget Buyers,944.1,2,269,17,0.99,99.0,48.2,47.7
17320,0,Frequent Budget Buyers,1200.6200000000001,3,100,267,0.9475,94.8,50.4,47.7
13655,0,Frequent Budget Buyers,932.97,2,114,127,0.99,99.0,48.1,47.6
13934,0,Frequent Budget Buyers,922.1,1,264,0,0.9925,99.2,48.0,47.6
13752,0,Frequent Budget Buyers,1186.28,6,124,122,0.9475,94.8,50.3,47.6
17704,0,Frequent Budget Buyers,885.19,2,169,71,1.0,100.0,47.6,47.6
14584,0,Frequent Budget Buyers,1042.26,4,169,29,0.97,97.0,49.1,47.6
15508,0,Frequent Budget Buyers,1000.27,6,189,46,0.975,97.5,48.7,47.5
16520,0,Frequent Budget Buyers,1046.57,3,186,179,0.9675,96.8,49.1,47.5
14081,0,Frequent Budget Buyers,934.52,2,302,67,0.9875,98.8,48.1,47.5
16216,0,Frequent Budget Buyers,914.9300000000001,1,267,0,0.9925,99.2,47.9,47.5
13294,0,Frequent Budget Buyers,873.74,2,190,59,1.0,100.0,47.5,47.5
14920,0,Frequent Budget Buyers,977.77,2,213,0,0.98,98.0,48.5,47.5
14532,0,Frequent Budget Buyers,932.85,4,236,115,0.985,98.5,48.1,47.4
17829,0,Frequent Budget Buyers,889.24,1,299,0,0.995,99.5,47.6,47.4
15002,0,Frequent Budget Buyers,1641.76,4,116,251,0.89,89.0,53.2,47.4
16572,0,Frequent Budget Buyers,1009.6,3,127,148,0.97,97.0,48.8,47.3
12652,0,Frequent Budget Buyers,919.98,1,331,0,0.9875,98.8,47.9,47.3
13848,0,Frequent Budget Buyers,1255.0,3,92,273,0.9325,93.2,50.8,47.3
16174,0,Frequent Budget Buyers,1009.5500000000001,3,126,25,0.97,97.0,48.8,47.3
13192,0,Frequent Budget Buyers,911.94,2,95,109,0.985,98.5,47.9,47.2
16716,1,High Value At-Risk,901.2,2,267,44,0.9875,98.8,47.8,47.2
14161,0,Frequent Budget Buyers,1110.52,3,216,153,0.95,95.0,49.7,47.2
14745,0,Frequent Budget Buyers,1220.26,5,113,172,0.935,93.5,50.5,47.2
14770,0,Frequent Budget Buyers,876.42,2,232,90,0.9925,99.2,47.5,47.2
15133,0,Frequent Budget Buyers,982.42,3,128,174,0.97,97.0,48.5,47.1
18143,0,Frequent Budget Buyers,1000.16,2,117,25,0.9675,96.8,48.7,47.1
15192,0,Frequent Budget Buyers,1044.32,3,120,245,0.96,96.0,49.1,47.1
17649,0,Frequent Budget Buyers,868.49,1,138,0,0.9925,99.2,47.4,47.1
13037,0,Frequent Budget Buyers,881.07,3,138,118,0.9875,98.8,47.6,47.0
18093,0,Frequent Budget Buyers,2106.52,4,93,209,0.8475,84.8,55.5,47.0
14231,0,Frequent Budget Buyers,925.71,3,184,104,0.98,98.0,48.0,47.0
15076,0,Frequent Budget Buyers,880.85,1,173,0,0.9875,98.8,47.6,47.0
13253,0,Frequent Budget Buyers,1030.4,2,157,182,0.9575,95.8,49.0,46.9
16494,0,Frequent Budget Buyers,826.53,1,297,0,0.9975,99.8,47.0,46.9
16083,0,Frequent Budget Buyers,1317.62,2,101,259,0.915,91.5,51.2,46.9
16567,0,Frequent Budget Buyers,865.6,2,194,142,0.9875,98.8,47.4,46.8
17560,0,Frequent Budget Buyers,854.95,4,95,215,0.99,99.0,47.3,46.8
14224,0,Frequent Budget Buyers,1050.12,4,110,209,0.9525,95.2,49.2,46.8
14414,0,Frequent Budget Buyers,1496.98,7,92,267,0.8925,89.2,52.4,46.7
16222,0,Frequent Budget Buyers,846.72,1,318,0,0.99,99.0,47.2,46.7
15480,0,Frequent Budget Buyers,905.5,1,116,0,0.9775,97.8,47.8,46.7
15364,0,Frequent Budget Buyers,913.19,2,96,158,0.975,97.5,47.9,46.7
13893,0,Frequent Budget Buyers,821.1,1,298,0,0.995,99.5,46.9,46.7
16943,0,Frequent Budget Buyers,816.73,3,212,106,0.995,99.5,46.9,46.6
18133,1,High Value At-Risk,931.4999999999999,1,212,0,0.97,97.0,48.1,46.6
14803,0,Frequent Budget Buyers,845.55,3,162,130,0.9875,98.8,47.2,46.6
14625,0,Frequent Budget Buyers,899.63,2,196,164,0.975,97.5,47.7,46.6
14078,0,Frequent Budget Buyers,1049.37,6,102,271,0.9475,94.8,49.1,46.6
17980,0,Frequent Budget Buyers,811.45,3,166,193,0.9925,99.2,46.8,46.5
13122,0,Frequent Budget Buyers,922.39,2,94,146,0.97,97.0,48.0,46.5
16037,0,Frequent Budget Buyers,855.02,3,270,88,0.9825,98.2,47.3,46.5
16551,0,Frequent Budget Buyers,922.12,3,96,240,0.97,97.0,48.0,46.5
15832,0,Frequent Budget Buyers,836.79,1,254,0,0.9875,98.8,47.1,46.5
13339,0,Frequent Budget Buyers,860.12,1,201,0,0.98,98.0,47.3,46.4
13707,0,Frequent Budget Buyers,806.41,2,267,48,0.9925,99.2,46.8,46.4
16054,0,Frequent Budget Buyers,783.9,1,145,0,0.9975,99.8,46.5,46.4
15649,0,Frequent Budget Buyers,816.0,2,336,31,0.9875,98.8,46.9,46.3
13929,0,Frequent Budget Buyers,842.65,2,169,157,0.9825,98.2,47.2,46.3
17048,0,Frequent Budget Buyers,925.35,3,118,213,0.965,96.5,48.0,46.3
12878,0,Frequent Budget Buyers,854.99,2,236,29,0.98,98.0,47.3,46.3
18248,0,Frequent Budget Buyers,804.02,2,123,63,0.99,99.0,46.7,46.3
16644,0,Frequent Budget Buyers,833.78,2,178,34,0.9825,98.2,47.1,46.2
16546,1,High Value At-Risk,787.15,2,291,81,0.9925,99.2,46.5,46.2
16419,0,Frequent Budget Buyers,972.23,6,113,199,0.9525,95.2,48.5,46.2
16276,0,Frequent Budget Buyers,810.6000000000001,1,177,0,0.9875,98.8,46.8,46.2
15653,0,Frequent Budget Buyers,877.4399999999999,2,93,23,0.97,97.0,47.5,46.1
14223,0,Frequent Budget Buyers,991.13,3,92,171,0.9475,94.8,48.6,46.1
18064,0,Frequent Budget Buyers,814.0,2,133,102,0.985,98.5,46.8,46.1
16092,0,Frequent Budget Buyers,817.86,3,115,139,0.9825,98.2,46.9,46.1
12461,0,Frequent Budget Buyers,826.88,2,94,60,0.98,98.0,47.0,46.0
16027,0,Frequent Budget Buyers,934.62,6,92,210,0.9575,95.8,48.1,46.0
16163,0,Frequent Budget Buyers,856.6,2,232,132,0.9725,97.2,47.3,46.0
15100,1,High Value At-Risk,876.0,3,334,40,0.9675,96.8,47.5,46.0
13221,0,Frequent Budget Buyers,847.41,2,240,119,0.975,97.5,47.2,46.0
14276,0,Frequent Budget Buyers,1119.74,3,99,191,0.9225,92.2,49.7,45.9
13583,0,Frequent Budget Buyers,781.03,1,156,0,0.9875,98.8,46.5,45.9
15658,0,Frequent Budget Buyers,1024.1000000000001,5,190,182,0.9375,93.8,48.9,45.9
15353,0,Frequent Budget Buyers,777.02,2,255,113,0.99,99.0,46.4,45.9
14006,0,Frequent Budget Buyers,962.19,3,116,196,0.95,95.0,48.4,45.9
12976,0,Frequent Budget Buyers,738.6,1,212,0,0.995,99.5,46.0,45.7
14885,0,Frequent Budget Buyers,765.3199999999999,1,132,0,0.985,98.5,46.3,45.6
13341,0,Frequent Budget Buyers,775.85,1,261,0,0.9825,98.2,46.4,45.6
12908,1,High Value At-Risk,750.0,2,176,136,0.99,99.0,46.1,45.6
13720,0,Frequent Budget Buyers,799.9,4,117,138,0.9775,97.8,46.7,45.6
15223,1,High Value At-Risk,755.75,2,226,23,0.985,98.5,46.2,45.5
14672,0,Frequent Budget Buyers,765.55,2,235,101,0.9825,98.2,46.3,45.5
16256,0,Frequent Budget Buyers,752.4300000000001,1,267,0,0.9875,98.8,46.1,45.5
15644,0,Frequent Budget Buyers,813.0,4,166,94,0.9725,97.2,46.8,45.5
14778,0,Frequent Budget Buyers,730.86,2,127,181,0.9925,99.2,45.9,45.5
14344,0,Frequent Budget Buyers,889.9300000000001,8,127,241,0.955,95.5,47.6,45.5
13900,0,Frequent Budget Buyers,740.95,3,183,79,0.9875,98.8,46.0,45.4
17029,0,Frequent Budget Buyers,716.0,2,111,126,0.995,99.5,45.7,45.4
16859,1,High Value At-Risk,747.81,2,145,116,0.985,98.5,46.1,45.4
13753,0,Frequent Budget Buyers,741.26,1,288,0,0.985,98.5,46.0,45.3
12422,0,Frequent Budget Buyers,803.5600000000001,3,96,229,0.97,97.0,46.7,45.3
12535,0,Frequent Budget Buyers,716.35,2,92,94,0.9925,99.2,45.7,45.3
17268,0,Frequent Budget Buyers,763.64,4,108,137,0.9775,97.8,46.3,45.2
15074,0,Frequent Budget Buyers,748.87,1,105,0,0.98,98.0,46.1,45.2
